"店铺","账号","视频标题","视频链接","发布时间","时长秒","播放量","点赞数","评论数","分享数","收藏数","互动率"
"ETCYY-US","etcyy.vibes","#ootd#ButtonDetailBlouse #WomensFashionBlouse#UniqueDesignShirt","https://www.tiktok.com/@MS4wLjABAAAAXhiLJGfuFXjsz8jJC7Xaebg4LFMP8HA-uFYWXldxI_udMGjoWd4xhdhbupkeG_5d/video/7678646553539562783","2026-08-27T17:51:15+08:00","15","558","1","0","0","0","0.0017921146953405018"
"ETCYY-US","etcyy.shop","everything 🖤✨#mesh #blouse #outfit #tiktokshopbacktoschool #backtoschool","https://www.tiktok.com/@MS4wLjABAAAAk77v-F906GlGTkZZ5pEuTXeDeihRllX-eae_barUoG6rv7_TlXAxE563gn3C1XXo/video/7679771018948365599","2026-08-30T18:35:23+08:00","13","556","1","0","0","1","0.0017985611510791368"
"ETCYY-US","etcyyus","couldn’t resist adding this set to my cart ☕️🤍#matchingset #2pieceset...","https://www.tiktok.com/@MS4wLjABAAAAyS0K7XiI6U2qU30yfAAxxzCeJhmkiy9nNrpamMAoKTZA6z_yoqAbUo4uI9Zh9AzN/video/7678243097842634014","2026-08-26T15:44:57+08:00","15","554","2","0","0","0","0.0036101083032490976"
"ETCYY-US","etcyyus","2pieceset#matchingset #boho #ootd #tiktokshopbacktoschool","https://www.tiktok.com/@MS4wLjABAAAAyS0K7XiI6U2qU30yfAAxxzCeJhmkiy9nNrpamMAoKTZA6z_yoqAbUo4uI9Zh9AzN/video/7677545961593326879","2026-08-24T18:40:09+08:00","15","554","0","0","0","0","0"
"ETCYY-US","etcyy.shop","looks stunning#Sweater #Pullover #Preppy #tiktokshopbacktoschool #Denim","https://www.tiktok.com/@MS4wLjABAAAAk77v-F906GlGTkZZ5pEuTXeDeihRllX-eae_barUoG6rv7_TlXAxE563gn3C1XXo/video/7682354078633954590","2026-09-06T17:38:23+08:00","12","552","0","0","0","0","0"
"ETCYY-US","etcyyus","cowgirl#shirts #cowgirl #ootd #DealsForYouDays","https://www.tiktok.com/@MS4wLjABAAAAyS0K7XiI6U2qU30yfAAxxzCeJhmkiy9nNrpamMAoKTZA6z_yoqAbUo4uI9Zh9AzN/video/7676770916809903391","2026-08-22T16:32:54+08:00","15","548","1","0","0","0","0.0018248175182481751"
"ETCYY-US","etcyyus","already planning to buy this in every color 🕊️✨#matchingset #2piecese...","https://www.tiktok.com/@MS4wLjABAAAAyS0K7XiI6U2qU30yfAAxxzCeJhmkiy9nNrpamMAoKTZA6z_yoqAbUo4uI9Zh9AzN/video/7678258738876173599","2026-08-26T16:45:39+08:00","15","544","1","0","0","0","0.001838235294117647"
"ETCYY-US","etcyy_chic7","fresh fall drop#jacket #coat #falloutfit #tiktokshopbacktoschool","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7680854738727898382","2026-09-02T16:39:29+08:00","10","543","2","0","0","0","0.003683241252302026"
"ETCYY","user5835336672755","#bikini #swimsuit #tankini #tiktokbacktoschool ","https://www.tiktok.com/@MS4wLjABAAAAXuF2pGCa0ER5WqwZ1KB7GyADFtjtVr9dtL17wpZoSSxGlvXHRWZUSuik1Cxyd9WD/video/7679140811870670093","2026-08-29T04:30:00+08:00","15","533","0","0","0","0","0"
"ETCYY-US","etcyy.vibes","#ootd#ButtonDetailBlouse #WomensFashionBlouse#UniqueDesignShirt","https://www.tiktok.com/@MS4wLjABAAAAXhiLJGfuFXjsz8jJC7Xaebg4LFMP8HA-uFYWXldxI_udMGjoWd4xhdhbupkeG_5d/video/7678646014277963038","2026-08-27T19:18:00+08:00","15","529","2","0","0","0","0.003780718336483932"
"ETCYY-US","etcyy.vibes","#tiktok #tiktokshop #tood ","https://www.tiktok.com/@MS4wLjABAAAAXhiLJGfuFXjsz8jJC7Xaebg4LFMP8HA-uFYWXldxI_udMGjoWd4xhdhbupkeG_5d/video/7677963659997383966","2026-08-25T23:09:00+08:00","15","526","0","0","0","0","0"
"ETCYY-US","wardrobepicked","ETCYY   Women's   Denim Collar Sweater#fyp #tiktokshopmemorialday#for...","https://www.tiktok.com/@MS4wLjABAAAA-KhelFlYiQz8vPYpnvp-W4flOK_khCxv3qHvtIHVSb7eH_s2sSz3h2HyLbrplwEw/video/7683084558085917983","2026-09-08T16:52:16+08:00","13","524","0","0","0","0","0"
"ETCYY-US","etcyy.glam","#ootd#ButtonDetailBlouse #WomensFashionBlouse#UniqueDesignShirt","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7678647629223415071","2026-08-27T19:24:00+08:00","15","522","1","0","0","0","0.0019157088122605363"
"ETCYY-US","etcyy.shop","elegant fit ☕️✨#dress #ootd #tiktokshopbacktoschool #backtoschooldress","https://www.tiktok.com/@MS4wLjABAAAAk77v-F906GlGTkZZ5pEuTXeDeihRllX-eae_barUoG6rv7_TlXAxE563gn3C1XXo/video/7679400157292580126","2026-08-29T18:35:51+08:00","15","520","3","0","0","0","0.0057692307692307696"
"ETCYY-US","wardrobepicked","ETCYY   Women's   Denim Collar Sweater#fyp #tiktokshopmemorialday#for...","https://www.tiktok.com/@MS4wLjABAAAA-KhelFlYiQz8vPYpnvp-W4flOK_khCxv3qHvtIHVSb7eH_s2sSz3h2HyLbrplwEw/video/7680517660802682142","2026-09-01T18:51:45+08:00","19","515","0","0","0","0","0"
"ETCYY-US","etcyy_chic7","last call for summer style!#2pieceset #matchingset #loungeset #stripe...","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7682355324363328782","2026-09-06T17:44:08+08:00","15","511","1","0","0","0","0.0019569471624266144"
"ETCYY-US","etcyy.shop","next night out 🥂🕯️#mesh #blouse #outfit #tiktokshopbacktoschool #back...","https://www.tiktok.com/@MS4wLjABAAAAk77v-F906GlGTkZZ5pEuTXeDeihRllX-eae_barUoG6rv7_TlXAxE563gn3C1XXo/video/7679741010829790494","2026-08-30T16:38:24+08:00","11","509","0","0","0","0","0"
"ETCYY-US","wardrobepicked","ETCYY Women's Oversized Faux SuedeJacket,r#fyp #tiktokshopmemorialday...","https://www.tiktok.com/@MS4wLjABAAAA-KhelFlYiQz8vPYpnvp-W4flOK_khCxv3qHvtIHVSb7eH_s2sSz3h2HyLbrplwEw/video/7680820595784715551","2026-09-02T14:26:57+08:00","14","507","0","0","0","0","0"
"ETCYY-US","etcyy_chic7","on major sale#2pieceset #matchingset #loungeset #striped #ootd #Deals...","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7682370926930922766","2026-09-06T18:44:47+08:00","15","506","0","0","0","0","0"
"ETCYY-US","etcyy.shop","lace beauty#mesh #blouse #outfit #tiktokshopbacktoschool #backtoschool","https://www.tiktok.com/@MS4wLjABAAAAk77v-F906GlGTkZZ5pEuTXeDeihRllX-eae_barUoG6rv7_TlXAxE563gn3C1XXo/video/7678984422565121310","2026-08-28T15:41:38+08:00","10","502","1","0","0","0","0.00199203187250996"
"ETCYY-US","wardrobepicked","GUNEST] Women's SummerSmocked Midi Dress-V-neck#summerfinds #tiktoksh...","https://www.tiktok.com/@MS4wLjABAAAA-KhelFlYiQz8vPYpnvp-W4flOK_khCxv3qHvtIHVSb7eH_s2sSz3h2HyLbrplwEw/video/7683481720926096670","2026-09-09T18:33:31+08:00","16","502","0","0","0","0","0"
"ETCYY-US","etcyy_chic7","on sale #dress #vneck #zipper #sleeveless #elegant #ootd #tiktokshoph...","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7681969374885842190","2026-09-05T16:45:42+08:00","13","492","0","0","0","0","0"
"ETCYY-US","etcyy.outfits","#sohochic#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayered...","https://www.tiktok.com/@MS4wLjABAAAAoQFJPQPYC22qIvVGvvvRC0g_My8pz54doaZlHyyB-tRzCgol_WB2xUmnrUdaPRmI/video/7680458911379361055","2026-09-01T22:33:00+08:00","15","492","0","0","0","0","0"
"ETCYY-US","etcyyus","adding#shirts #cowboy #ootd #tiktokshopbacktoschool","https://www.tiktok.com/@MS4wLjABAAAAyS0K7XiI6U2qU30yfAAxxzCeJhmkiy9nNrpamMAoKTZA6z_yoqAbUo4uI9Zh9AzN/video/7676017107083037982","2026-08-20T15:47:31+08:00","15","483","1","0","0","0","0.002070393374741201"
"ETCYY-US","wardrobepicked","ETCYY NEW Women's ElegantFloral Lace Patchwork Long Sleeve Blouse#fyp...","https://www.tiktok.com/@MS4wLjABAAAA-KhelFlYiQz8vPYpnvp-W4flOK_khCxv3qHvtIHVSb7eH_s2sSz3h2HyLbrplwEw/video/7683469958046616862","2026-09-09T17:47:53+08:00","14","480","0","0","0","0","0"
"ETCYY-US","etcyyus","80s shirt#shirts #cowboy #ootd ##tiktokshopbacktoschool","https://www.tiktok.com/@MS4wLjABAAAAyS0K7XiI6U2qU30yfAAxxzCeJhmkiy9nNrpamMAoKTZA6z_yoqAbUo4uI9Zh9AzN/video/7675691744339545374","2026-08-19T18:44:25+08:00","15","471","0","0","0","0","0"
"ETCYY","etfashion.chic","my mind#swimwear #bikini #ootd #summersales #tiktokshopbacktoschool","https://www.tiktok.com/@MS4wLjABAAAAE5ssFIRGpZ7TixzpemcgiI6nSAJdZChEl0f0HlBe1H1O3ecaA6QWaEVDzfgLdcAn/video/7679387739040615693","2026-08-29T17:48:11+08:00","9","468","0","0","0","0","0"
"ETCYY-US","etcyy_chic7","new autumn suede jacket#jacket #coat #falloutfit #tiktokshopbacktoschool","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7680790727718227214","2026-09-02T12:31:02+08:00","10","450","1","0","0","0","0.0022222222222222222"
"ETCYY-US","etcyy.shop","fall denim polo sweater#Sweater #Pullover #Preppy #tiktokshopbacktosc...","https://www.tiktok.com/@MS4wLjABAAAAk77v-F906GlGTkZZ5pEuTXeDeihRllX-eae_barUoG6rv7_TlXAxE563gn3C1XXo/video/7682344644457286942","2026-09-06T17:01:37+08:00","12","447","0","0","0","0","0"
"ETCYY-US","wardrobepicked","ETCYY 2026 Women Off-the-Shoulder Pleated Mini Dress#fyp #tiktokshopm...","https://www.tiktok.com/@MS4wLjABAAAA-KhelFlYiQz8vPYpnvp-W4flOK_khCxv3qHvtIHVSb7eH_s2sSz3h2HyLbrplwEw/video/7681233086855515423","2026-09-03T17:07:37+08:00","13","446","2","0","0","0","0.004484304932735426"
"ETCYY-US","etcyyus","2pieceset#matchingset #boho #ootd #tiktokshopbacktoschool","https://www.tiktok.com/@MS4wLjABAAAAyS0K7XiI6U2qU30yfAAxxzCeJhmkiy9nNrpamMAoKTZA6z_yoqAbUo4uI9Zh9AzN/video/7677500358175804703","2026-08-24T15:43:10+08:00","15","436","2","0","0","0","0.0045871559633027525"
"ETCYY-US","wardrobepicked","ETCYY   Women's   Denim Collar Sweater#fyp #tiktokshopmemorialday#for...","https://www.tiktok.com/@MS4wLjABAAAA-KhelFlYiQz8vPYpnvp-W4flOK_khCxv3qHvtIHVSb7eH_s2sSz3h2HyLbrplwEw/video/7680852137869397279","2026-09-02T16:29:24+08:00","12","435","2","0","0","1","0.004597701149425287"
"ETCYY","user5835336672755","#bikini #swimsuit #tankini #tiktokbacktoschool ","https://www.tiktok.com/@MS4wLjABAAAAXuF2pGCa0ER5WqwZ1KB7GyADFtjtVr9dtL17wpZoSSxGlvXHRWZUSuik1Cxyd9WD/video/7678818240100961550","2026-08-28T04:56:46+08:00","15","428","1","0","0","0","0.002336448598130841"
"ETCYY-US","etcyy_chic7","Cute 🥰 #comfyoutfit #ootd #EffortlssChic #fyp ","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7678141719484861710","2026-08-26T09:11:36+08:00","15","422","1","0","0","0","0.002369668246445498"
"ETCYY-US","etcyy_chic7","#comfyoutfit #ootd #EffortlssChic #fyp #minimalstyle ","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7677769692999634190","2026-08-25T09:08:02+08:00","15","421","0","0","0","0","0"
"ETCYY-US","etcyyfashion.us","#RelaxedFitBlouse#BlueWhiteStripeTop#ChicOfficeBlouse #LayeredFashionTop","https://www.tiktok.com/@MS4wLjABAAAAp926TyS2DAQENQPGFLeFUMmbKXdhwNitFIkicm5Aw5Ep27vC7G5qDsoD_An3R6JY/video/7680120914222140685","2026-08-31T18:42:00+08:00","15","414","0","0","0","0","0"
"ETCYY","etfashion.chic","tie-back colorblock swimsuit#swimwear #SwimsuitKiller #onepieceswimsu...","https://www.tiktok.com/@MS4wLjABAAAAE5ssFIRGpZ7TixzpemcgiI6nSAJdZChEl0f0HlBe1H1O3ecaA6QWaEVDzfgLdcAn/video/7681213530250464525","2026-09-03T15:53:15+08:00","15","409","2","0","0","0","0.004889975550122249"
"ETCYY","etfashion.chic","textured colorblock swimsuit#swimwear #bikini #tiktokshopbacktoschool","https://www.tiktok.com/@MS4wLjABAAAAE5ssFIRGpZ7TixzpemcgiI6nSAJdZChEl0f0HlBe1H1O3ecaA6QWaEVDzfgLdcAn/video/7680862546215161101","2026-09-02T17:09:48+08:00","11","399","0","0","0","0","0"
"ETCYY-US","etcyy.wear","#sohochic #CozyWorkWear #WomensLongSleeveTop #BusinessCasualEssential...","https://www.tiktok.com/@MS4wLjABAAAASYmu1XGMcfs93-fOI77Urb73o1YDOmpOcA7fNZSv0jajFPiuSKiyyFHWc3bWvP-g/video/7680464640932973838","2026-09-01T22:50:00+08:00","15","391","0","0","0","0","0"
"ETCYY-US","etcyyus","chic#shirts #cowboy #ootd #tiktokshopbacktoschool","https://www.tiktok.com/@MS4wLjABAAAAyS0K7XiI6U2qU30yfAAxxzCeJhmkiy9nNrpamMAoKTZA6z_yoqAbUo4uI9Zh9AzN/video/7676047515891895582","2026-08-20T17:45:48+08:00","15","390","1","0","1","0","0.005128205128205128"
"ETCYY-US","wardrobepicked","TCYY Vintage Denim ContrastShort Sleeve Casual Shirts WomenswearShort...","https://www.tiktok.com/@MS4wLjABAAAA-KhelFlYiQz8vPYpnvp-W4flOK_khCxv3qHvtIHVSb7eH_s2sSz3h2HyLbrplwEw/video/7682709032997604638","2026-09-07T16:35:51+08:00","12","382","2","0","0","0","0.005235602094240838"
"ETCYY-US","etcyy.mode","#tiktok #tiktokshop #ootd #woman ","https://www.tiktok.com/@MS4wLjABAAAAAzWwlO1snm3knv0nLXURI_21KQG9TG5Rl0IsUoNTIiH1nJlP5ORdCNRtOnNp_FBF/video/7679030656055233806","2026-08-28T20:11:00+08:00","15","376","2","0","0","0","0.005319148936170213"
"ETCYY-US","etcyy.dressup","#sohochic#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayered...","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7680459685799005454","2026-09-01T20:36:00+08:00","15","371","2","0","0","0","0.005390835579514825"
"ETCYY-US","etcyy.trends","#tiktok #tiktokshop #ootd #woman ","https://www.tiktok.com/@MS4wLjABAAAAxjZhhWuHncPj_vKg81t30P0KBSD0vIEjkmVaF2TqCud5QgyDrA1hvlysd3ksAMex/video/7679032821549190414","2026-08-28T21:14:00+08:00","15","358","0","0","0","0","0"
"ETCYY-US","etcyy.trends","#tiktok #tiktokshop #ootd #woman ","https://www.tiktok.com/@MS4wLjABAAAAxjZhhWuHncPj_vKg81t30P0KBSD0vIEjkmVaF2TqCud5QgyDrA1hvlysd3ksAMex/video/7679031498380496141","2026-08-28T18:44:59+08:00","15","352","1","0","0","0","0.002840909090909091"
"ETCYY-US","etcyyus","completely sold on this matching set trend 🌾🖤#matchingset #2pieceset ...","https://www.tiktok.com/@MS4wLjABAAAAyS0K7XiI6U2qU30yfAAxxzCeJhmkiy9nNrpamMAoKTZA6z_yoqAbUo4uI9Zh9AzN/video/7678289475566374174","2026-08-26T18:44:54+08:00","15","349","0","0","0","0","0"
"ETCYY-US","etcyy.dressup","#ootd #tiktok #tiktokshop ","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7679037093003201822","2026-08-28T19:06:02+08:00","15","344","0","0","0","0","0"
"ETCYY-US","wardrobepicked","ETCYY   Women's   Denim Collar Sweater#fyp #tiktokshopmemorialday#for...","https://www.tiktok.com/@MS4wLjABAAAA-KhelFlYiQz8vPYpnvp-W4flOK_khCxv3qHvtIHVSb7eH_s2sSz3h2HyLbrplwEw/video/7681954138648874270","2026-09-05T15:46:15+08:00","13","341","0","0","0","0","0"
"ETCYY-US","etcyy.glam","#ootd#ButtonDetailBlouse #WomensFashionBlouse#UniqueDesignShirt","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7679026825011514655","2026-08-28T20:08:00+08:00","15","341","0","0","0","0","0"
"ETCYY-US","etcyyfashion.us","#RelaxedFitBlouse#BlueWhiteStripeTop#ChicOfficeBlouse #LayeredFashionTop","https://www.tiktok.com/@MS4wLjABAAAAp926TyS2DAQENQPGFLeFUMmbKXdhwNitFIkicm5Aw5Ep27vC7G5qDsoD_An3R6JY/video/7679398494255287566","2026-08-29T18:30:12+08:00","15","335","1","0","0","0","0.0029850746268656717"
"ETCYY-US","etcyy.lookbook","#LayeredLookShirt #WomensFashionTop #StripedPatchworkBlouse #OutfitIn...","https://www.tiktok.com/@MS4wLjABAAAAB7ADPXI4N-HH1kKQPqRQpjW4QtjQqIyrM58InkyoFYDSQvaMkewMEw7yVlkLy41g/video/7679000830414015774","2026-08-28T16:46:22+08:00","15","318","0","0","0","0","0"
"ETCYY-US","etcyyfashion.us","#RelaxedFitBlouse#BlueWhiteStripeTop#ChicOfficeBlouse #LayeredFashionTop","https://www.tiktok.com/@MS4wLjABAAAAp926TyS2DAQENQPGFLeFUMmbKXdhwNitFIkicm5Aw5Ep27vC7G5qDsoD_An3R6JY/video/7679029732918250766","2026-08-28T20:08:00+08:00","15","318","0","0","0","0","0"
"ETCYY-US","etcyyus","blouse shirt#shirts #ootd #DealsForYouDays #tiktokshopholidayhaul","https://www.tiktok.com/@MS4wLjABAAAAyS0K7XiI6U2qU30yfAAxxzCeJhmkiy9nNrpamMAoKTZA6z_yoqAbUo4uI9Zh9AzN/video/7679028453353508127","2026-08-28T18:32:33+08:00","15","316","1","0","0","0","0.0031645569620253164"
"ETCYY","etfashion.chic","color combo looks 🌊#swimwear #bikini #ootd #summersales #tiktokshopba...","https://www.tiktok.com/@MS4wLjABAAAAE5ssFIRGpZ7TixzpemcgiI6nSAJdZChEl0f0HlBe1H1O3ecaA6QWaEVDzfgLdcAn/video/7679743291650297102","2026-08-30T16:47:44+08:00","11","315","0","0","0","0","0"
"ETCYY-US","etcyy.wear","TikTok video #7678641627446955277","https://www.tiktok.com/@MS4wLjABAAAASYmu1XGMcfs93-fOI77Urb73o1YDOmpOcA7fNZSv0jajFPiuSKiyyFHWc3bWvP-g/video/7678641627446955277","2026-08-27T19:01:00+08:00","15","314","1","0","0","0","0.0031847133757961785"
"ETCYY-US","etcyy.outfits","#ootd #UniqueDesignShirt #WomensFashionBlouse #NavyBlueLayeredBlouse ...","https://www.tiktok.com/@MS4wLjABAAAAoQFJPQPYC22qIvVGvvvRC0g_My8pz54doaZlHyyB-tRzCgol_WB2xUmnrUdaPRmI/video/7679036574671326494","2026-08-28T19:04:01+08:00","15","312","1","0","0","0","0.003205128205128205"
"ETCYY-US","etcyyfashion.us","#RelaxedFitBlouse#BlueWhiteStripeTop#ChicOfficeBlouse #LayeredFashionTop","https://www.tiktok.com/@MS4wLjABAAAAp926TyS2DAQENQPGFLeFUMmbKXdhwNitFIkicm5Aw5Ep27vC7G5qDsoD_An3R6JY/video/7679029796818406669","2026-08-28T21:08:00+08:00","15","312","0","0","0","0","0"
"ETCYY-US","etcyy.daily","#LayeredLookShirt #WomensFashionTop #StripedPatchworkBlouse #OutfitIn...","https://www.tiktok.com/@MS4wLjABAAAAIn9Zn1XR3yoPHf7kI7b0dNMyczGiKiCXWt5uQC6k58sBwWdTeJeAX0uzcfrXFpcE/video/7679001527595388190","2026-08-28T18:17:00+08:00","15","311","0","0","0","0","0"
"ETCYY-US","etcyyfashion.us","#RelaxedFitBlouse#BlueWhiteStripeTop#ChicOfficeBlouse #LayeredFashionTop","https://www.tiktok.com/@MS4wLjABAAAAp926TyS2DAQENQPGFLeFUMmbKXdhwNitFIkicm5Aw5Ep27vC7G5qDsoD_An3R6JY/video/7680120851819138318","2026-08-31T17:42:28+08:00","15","308","1","0","0","0","0.003246753246753247"
"ETCYY-US","etcyy.dressup","#sohochic#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayered...","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7680459874399980814","2026-09-01T21:37:00+08:00","15","305","1","0","0","0","0.003278688524590164"
"ETCYY-US","etcyy.style.us","#tiktok #tiktokshop ","https://www.tiktok.com/@MS4wLjABAAAAyvCdZacPbOoMqVoNHx1jnTFM61na9G5Hmne_0LuLgNtdyQEUZoM7QHng8OcMCeDe/video/7679035516104232223","2026-08-28T21:29:00+08:00","15","305","1","0","0","0","0.003278688524590164"
"ETCYY-US","etcyyus","simple#shirts #cowboy #ootd #tiktokshopbacktoschool","https://www.tiktok.com/@MS4wLjABAAAAyS0K7XiI6U2qU30yfAAxxzCeJhmkiy9nNrpamMAoKTZA6z_yoqAbUo4uI9Zh9AzN/video/7676063155461672222","2026-08-20T18:45:39+08:00","15","304","0","0","0","0","0"
"ETCYY-US","etcyy.glam","#ootd#ButtonDetailBlouse #WomensFashionBlouse#UniqueDesignShirt","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7679026624305859871","2026-08-28T19:07:00+08:00","15","303","0","0","0","0","0"
"ETCYY-US","etcyywears","#tiktok #tiktokshop ","https://www.tiktok.com/@MS4wLjABAAAAZ79LMZFS-icRZjdE7C2BragqlZXfRKdeJ1H08NhO17EzAka-g_0oBEmtg9Z4nERS/video/7679035851946364191","2026-08-28T20:30:00+08:00","15","301","1","0","0","0","0.0033222591362126247"
"ETCYY-US","etcyy.style.us","#tiktok #tiktokshop ","https://www.tiktok.com/@MS4wLjABAAAAyvCdZacPbOoMqVoNHx1jnTFM61na9G5Hmne_0LuLgNtdyQEUZoM7QHng8OcMCeDe/video/7679035459275722014","2026-08-28T20:29:00+08:00","15","299","2","0","0","0","0.006688963210702341"
"ETCYY-US","etcyy.shop","best mall find today#jacket #coat #falloutfit #tiktokshopbacktoschool","https://www.tiktok.com/@MS4wLjABAAAAk77v-F906GlGTkZZ5pEuTXeDeihRllX-eae_barUoG6rv7_TlXAxE563gn3C1XXo/video/7682723835870858527","2026-09-07T17:33:15+08:00","10","296","0","0","0","0","0"
"ETCYY-US","etcyy.style","#ootd#WomensOfficeBlouse #StripedKnitTop #WorkWearForWomen ","https://www.tiktok.com/@MS4wLjABAAAAQ3FFLKyG0bIqEGSl9sECwwUSBa9ardtZjxuurrr8cU1J7aq2bG_vJhHFQ5YOavmm/video/7679024119580609805","2026-08-28T19:46:00+08:00","15","295","0","0","0","0","0"
"ETCYY-US","etcyy.daily","#LayeredLookShirt #WomensFashionTop #StripedPatchworkBlouse #OutfitIn...","https://www.tiktok.com/@MS4wLjABAAAAIn9Zn1XR3yoPHf7kI7b0dNMyczGiKiCXWt5uQC6k58sBwWdTeJeAX0uzcfrXFpcE/video/7679001884136394015","2026-08-28T16:49:28+08:00","15","295","0","0","0","0","0"
"ETCYY-US","etcyy.lookbook","#ootd #tiktokshop #denimfashion #streetwearstyle","https://www.tiktok.com/@MS4wLjABAAAAB7ADPXI4N-HH1kKQPqRQpjW4QtjQqIyrM58InkyoFYDSQvaMkewMEw7yVlkLy41g/video/7682721292528766238","2026-09-07T18:51:00+08:00","15","295","1","0","0","0","0.003389830508474576"
"ETCYY-US","etcyy.glam","#ootd#ButtonDetailBlouse #WomensFashionBlouse#UniqueDesignShirt","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7679026971069713694","2026-08-28T18:26:47+08:00","15","294","0","0","0","0","0"
"ETCYY-US","etcyywears","TikTok video #7679035965247114526","https://www.tiktok.com/@MS4wLjABAAAAZ79LMZFS-icRZjdE7C2BragqlZXfRKdeJ1H08NhO17EzAka-g_0oBEmtg9Z4nERS/video/7679035965247114526","2026-08-28T19:01:42+08:00","15","294","0","0","0","0","0"
"ETCYY-US","etcyy.style","#ootd#WomensOfficeBlouse #StripedKnitTop #WorkWearForWomen ","https://www.tiktok.com/@MS4wLjABAAAAQ3FFLKyG0bIqEGSl9sECwwUSBa9ardtZjxuurrr8cU1J7aq2bG_vJhHFQ5YOavmm/video/7678640755249843470","2026-08-27T19:58:00+08:00","15","293","0","0","0","0","0"
"ETCYY-US","etcyy.outfits","#sohochic#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayered...","https://www.tiktok.com/@MS4wLjABAAAAoQFJPQPYC22qIvVGvvvRC0g_My8pz54doaZlHyyB-tRzCgol_WB2xUmnrUdaPRmI/video/7680458361040686366","2026-09-01T20:31:00+08:00","15","293","0","0","0","0","0"
"ETCYY-US","etcyy.outfits","#ootd#tiktok #tiktokshop#woman ","https://www.tiktok.com/@MS4wLjABAAAAoQFJPQPYC22qIvVGvvvRC0g_My8pz54doaZlHyyB-tRzCgol_WB2xUmnrUdaPRmI/video/7679036876736515358","2026-08-28T20:33:00+08:00","15","293","0","0","0","0","0"
"ETCYY","etfashion.chic","Comment “sale“，If you want a discount#swimwear #sale #ootd #DealsForY...","https://www.tiktok.com/@MS4wLjABAAAAE5ssFIRGpZ7TixzpemcgiI6nSAJdZChEl0f0HlBe1H1O3ecaA6QWaEVDzfgLdcAn/video/7682727705787239694","2026-09-07T17:48:41+08:00","10","293","0","0","0","0","0"
"ETCYY-US","etcyy.vibes","#ootd#ButtonDetailBlouse #WomensFashionBlouse#UniqueDesignShirt","https://www.tiktok.com/@MS4wLjABAAAAXhiLJGfuFXjsz8jJC7Xaebg4LFMP8HA-uFYWXldxI_udMGjoWd4xhdhbupkeG_5d/video/7679027838888037662","2026-08-28T20:12:00+08:00","15","292","0","0","0","0","0"
"ETCYY-US","etcyywears","#tiktok #tiktokshop ","https://www.tiktok.com/@MS4wLjABAAAAZ79LMZFS-icRZjdE7C2BragqlZXfRKdeJ1H08NhO17EzAka-g_0oBEmtg9Z4nERS/video/7679036116216876318","2026-08-28T21:31:00+08:00","15","291","0","0","0","0","0"
